#Primeira coluna = Entrada, Segunda coluna = Saída. A cada leitura escreve em uma nova linha.
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;0;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
0;1;
1;1;
1;1;
1;1;
1;1;
1;1;
1;1;
1;1;
1;1;
1;1;
1;1;
1;1;
1;1;
1;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
2;1;
